-3.248134898367288859e+00,-2.202190470414458812e+00,-6.636291172357886126e+00,2.980811417662394547e+00,1.000000000000000000e+00
-1.534760093589047747e+00,-6.344567013372918396e+00,-8.181977573655029090e+00,6.330438475379938978e+00,-1.000000000000000000e+00
-1.595505771581014809e+00,-6.287849230131938860e+00,-1.666578196371400589e+00,-3.313062769591817336e+00,-1.000000000000000000e+00
-1.001692139368152823e+01,5.510198852505912015e+00,8.136807623208525797e+00,-4.569312593026670477e+00,1.000000000000000000e+00
1.391741471120212204e+01,1.013438630614254127e-01,1.164292252769779656e+00,-5.576011160724381632e+00,-1.000000000000000000e+00
4.309628222503818051e+00,-8.239765457772225687e+00,-6.346221529578542686e+00,6.069090265884645063e+00,-1.000000000000000000e+00
6.381392570948657195e+00,5.735075778504294064e+00,5.271702777536344975e+00,-1.751067222931865341e+00,-1.000000000000000000e+00
-8.902480605775686229e+00,2.993507069272575372e+00,5.120005569792557054e+00,-2.345352523119709875e+00,1.000000000000000000e+00
6.046032201995454186e-02,5.820106466294411085e+00,-3.663097982934607533e+00,-6.513398679954969239e+00,-1.000000000000000000e+00
-1.112786190082304927e+01,3.828327266151142716e+00,8.929646052311950299e-01,2.910604624268467333e+00,1.000000000000000000e+00
-1.909482275629168058e+00,-5.563987335731829020e+00,-5.886540178627553743e+00,1.749073571241507530e+00,-1.000000000000000000e+00
1.177017965361962126e+00,-4.669622046825587347e+00,1.575560786369665456e+00,-6.981852249269443256e+00,-1.000000000000000000e+00
-9.768974548491682341e+00,4.172343997567798723e+00,8.943326533830086689e+00,-4.783566652389819929e+00,1.000000000000000000e+00
2.583773411268784237e+00,-7.032508452789325570e-01,-4.856553403922387879e+00,-5.446391893001223394e+00,-1.000000000000000000e+00
1.024202511517144032e+01,1.004471639644866521e+01,6.359088239485151561e+00,-4.260968212824234769e+00,-1.000000000000000000e+00
2.987404868854982354e+00,-6.498151508010242550e-01,-5.142247980973722044e+00,-6.626337655069808541e+00,-1.000000000000000000e+00
-5.730243631947224969e+00,8.552144648104802016e+00,2.553314523004635364e-02,-1.514392091157010345e+00,1.000000000000000000e+00
-1.431287127573746654e+00,-1.063858049168034903e+01,-3.869342189110371866e+00,2.364739524024469297e+00,-1.000000000000000000e+00
6.061984395345951349e+00,2.769573026820689066e+00,-8.321119848614102921e+00,1.069466758296056774e+01,-1.000000000000000000e+00
3.338444309967764090e-02,-1.124337207081129941e+00,-4.593711008997680700e+00,-4.980642520626999747e+00,-1.000000000000000000e+00
-4.287684275750171636e+00,-1.175999322947776093e+00,-1.515942723597495934e-01,-5.078071444796921519e+00,1.000000000000000000e+00
-3.888777326789584876e+00,-9.864718517039690937e+00,-4.757493496978717928e+00,3.472636177158647808e+00,-1.000000000000000000e+00
4.756831102770856745e+00,2.622998446151682650e+00,-2.621099227646423557e+00,-7.701826566392131035e+00,-1.000000000000000000e+00
1.500089156945571212e+00,-4.021402402984095126e+00,2.519977522301375839e+00,1.411421943947655855e+00,1.000000000000000000e+00
-1.096487526767747234e+01,5.781138448482469272e+00,8.096222007137960475e+00,-1.845378248447919978e+00,1.000000000000000000e+00
9.218336207474546740e+00,-1.265344983810472002e+00,-6.073378131173796213e+00,-1.851567268469838545e+00,-1.000000000000000000e+00
-4.825352714954353139e+00,-9.774844853567447700e+00,-3.825268462608261366e+00,5.550983984870899057e+00,-1.000000000000000000e+00
-9.158481712136088859e+00,4.186579338620736834e+00,8.081863021575722783e+00,-5.173913050919597190e+00,1.000000000000000000e+00
