-3.248124869305810680e+00,-2.202221537143522312e+00,-6.636381935226465245e+00,2.980359179132933800e+00,2.351098305212424577e-01,1.547498284378020728e+00,1.907999905697568277e+00,3.796477326341682001e+00,1.000000000000000000e+00
-1.534764419470166175e+00,-6.344600671092100796e+00,-8.181862172974810221e+00,6.330047632206114550e+00,7.266536889893408180e+00,8.435568220218149227e-01,1.157644787565458744e+00,-6.314121409397427387e-02,-1.000000000000000000e+00
-1.595503886164378216e+00,-6.287756580124093553e+00,-1.666936327396433715e+00,-3.312980839204385575e+00,3.449809008637402252e-01,-2.887074903136803261e+00,1.811166892265905881e+00,4.526167585188247244e+00,-1.000000000000000000e+00
-1.001691863071087774e+01,5.510131144409967874e+00,8.137120236341432999e+00,-4.569505420763294801e+00,3.282428158579210997e+00,9.055653453362650929e-01,-2.396308231605868144e+00,-2.413039069266837089e+00,1.000000000000000000e+00
1.391740575729786045e+01,1.013294559337026973e-01,1.164336118032462952e+00,-5.575938359061668237e+00,2.680864682524674691e+00,-1.009611085003827746e+01,1.689404287543788685e+00,2.028065799638234523e+00,-1.000000000000000000e+00
4.309629028476934742e+00,-8.239627111903111256e+00,-6.346538491031581408e+00,6.068303224502766824e+00,1.046936100352977483e+01,-4.050898822930857790e+00,2.077199430057457274e-01,-1.977026593687415623e+00,-1.000000000000000000e+00
6.381391135995357011e+00,5.734815929534885726e+00,5.271634958251056879e+00,-1.746992379138577967e+00,4.161754543840242349e+00,-1.949896029354711180e+00,-2.134904822724571272e+00,3.183886646224884931e+00,-1.000000000000000000e+00
-8.902478937577772200e+00,2.993542187988992964e+00,5.120004647781281726e+00,-2.345839639087623496e+00,4.914659578195710310e-01,-1.194133486296237723e-01,1.196500060561801027e+00,2.196834053832128486e+00,1.000000000000000000e+00
6.045679917769452433e-02,5.820200949006209434e+00,-3.663151174596400939e+00,-6.513208220324875342e+00,2.118744865549374357e+00,1.613050499856102160e+00,-2.446082664174472843e+00,5.010077401091937999e-01,-1.000000000000000000e+00
-1.112786117608792757e+01,3.828154598782644857e+00,8.932148773219251714e-01,2.911611213944816701e+00,-4.325739580813610652e-01,-3.248799881831227587e+00,7.340749811822670168e+00,6.783595362920086247e-01,1.000000000000000000e+00
-1.909483397131836124e+00,-5.563880471442848474e+00,-5.886875124738229381e+00,1.748898634934248797e+00,2.607122331505001611e+00,-2.890252709902318973e+00,2.666991069418219951e+00,2.095642514775126308e+00,-1.000000000000000000e+00
1.177015259151442228e+00,-4.669608098349502967e+00,1.575519611273721976e+00,-6.981928678823983603e+00,-3.671068679217707409e+00,1.303675184424833544e+00,1.962803958800697579e+00,-1.569869841539122346e+00,-1.000000000000000000e+00
-9.768969061810022225e+00,4.172377462871948772e+00,8.943112341138988342e+00,-4.782334176177411855e+00,4.202957283739975125e+00,3.284018940865782721e-01,-7.726218461586240593e-01,-3.978723531101751920e+00,1.000000000000000000e+00
2.583774484254811821e+00,-7.030536320924529736e-01,-4.856889659877615451e+00,-5.446597259749240472e+00,-1.222406587746290851e+00,-2.113057646196672579e+00,-1.324381316036777056e-01,8.660571896385532709e-01,-1.000000000000000000e+00
1.024201892519197621e+01,1.004464891565036488e+01,6.358596428967689285e+00,-4.257345019154092469e+00,2.997149623139083729e+00,1.518198659581336374e+00,-1.126729661788171910e+00,1.052029101267475575e+01,-1.000000000000000000e+00
2.987405244752698863e+00,-6.496633982510227057e-01,-5.142439882192650913e+00,-6.627013876918493196e+00,-8.194190894557958904e-01,1.083820496821009005e+00,-9.376274284628502986e-01,-8.294562678663179589e-02,-1.000000000000000000e+00
-5.730239959166370411e+00,8.552098006292633059e+00,2.553460990368238911e-02,-1.512757092276500792e+00,-1.676110312177578221e+00,2.216556748045714009e+00,-2.155004887033562966e+00,7.910576695253570545e-01,1.000000000000000000e+00
-1.431288799295665326e+00,-1.063871813090595531e+01,-3.869026791122589071e+00,2.364951437218682617e+00,5.797021782433231074e+00,3.799874715004503578e+00,9.610441577909092370e-01,2.189596127343606202e+00,-1.000000000000000000e+00
6.061984200312805271e+00,2.769587157928335319e+00,-8.321036024314745205e+00,1.069339475150525942e+01,1.563249495426629565e+01,4.154627822541069326e-01,-6.322372382982124339e-01,-7.017494814532462044e+00,-1.000000000000000000e+00
3.338036197477482758e-02,-1.124272488208857057e+00,-4.593761111387431484e+00,-4.981345435225578377e+00,2.488070085325976510e+00,-1.181584215027487783e+00,1.492384914936226270e+00,1.433359141883973287e+00,-1.000000000000000000e+00
-4.287680034560790610e+00,-1.176015777472981805e+00,-1.517321240001251181e-01,-5.077530468051675072e+00,-8.186485934801612796e-01,2.023294434281764254e+00,2.759745671796132616e+00,3.684051391906852491e+00,1.000000000000000000e+00
-3.888771062988281013e+00,-9.864793124983588513e+00,-4.757207015747157541e+00,3.473129772733160703e+00,8.916517876670489784e+00,4.286910344984767640e+00,3.813959725938443235e+00,4.458262961098084176e+00,-1.000000000000000000e+00
4.756830812283896037e+00,2.623050692650414017e+00,-2.621058023663402015e+00,-7.702434316863858044e+00,6.017860936312765530e-01,2.172408442251780036e-01,-2.575708226317016347e+00,7.882129762735167189e-01,-1.000000000000000000e+00
1.500088014018372107e+00,-4.021528016622465174e+00,2.520180086460150903e+00,1.411974375965881157e+00,-6.030879269769865658e+00,4.686431467237311410e-01,-8.052063756864649591e+00,-1.398692466049515915e+00,1.000000000000000000e+00
-1.096487145547241049e+01,5.781108246256378536e+00,8.096297025818804727e+00,-1.844371973798516695e+00,1.647944477902594906e+00,-1.910198217172070168e+00,1.113071339599134513e+00,-2.078706478668644664e+00,1.000000000000000000e+00
9.218332292867023270e+00,-1.265447624179671493e+00,-6.073256650924974132e+00,-1.851066953099883561e+00,7.001285863621961703e+00,-1.596574604576086465e+00,-2.379037266528076788e+00,-1.851630614170393985e+00,-1.000000000000000000e+00
-4.825354450594857347e+00,-9.774932091007944024e+00,-3.825036233451254208e+00,5.551082872642000510e+00,6.256933418398932467e+00,4.005300617058471957e+00,1.696927782002386254e+00,4.165939937781902636e+00,-1.000000000000000000e+00
-9.158479761369994421e+00,4.186607852895742887e+00,8.081967943781805275e+00,-5.174530005463324756e+00,3.163990118155853626e+00,6.807252115339298415e-01,-2.659581411383451499e+00,-9.869742141314417072e-01,1.000000000000000000e+00
-1.124757745274901843e+01,1.790935928667124921e+00,6.920506579833269001e+00,-1.978815456056687072e+00,3.103066170575254468e+00,-4.335997791178556326e+00,-2.283935958197887417e-01,1.803020160690496532e+00,1.000000000000000000e+00
-1.755398102806059735e-01,-3.768562099350992955e+00,-4.266625072165035171e+00,8.367621585457408528e+00,7.233629865819522387e+00,1.089510085077175061e+00,-1.684144672668502096e+00,-4.796068032130291314e+00,-1.000000000000000000e+00
